 0.00000000e+00 -3.33013791e-31  0.00000000e+00  0.00000000e+00 
 1.51000000e+00  1.25311989e-04  1.51000000e+00  1.35242467e-04 
 1.52000000e+00  1.27417247e-04  1.52000000e+00  1.38035446e-04 
 1.53000000e+00  1.29525389e-04  1.53000000e+00  1.40848316e-04 
 1.54000000e+00  1.31636287e-04  1.54000000e+00  1.43680933e-04 
 1.55000000e+00  1.33749816e-04  1.55000000e+00  1.46533155e-04 
 1.56000000e+00  1.35865857e-04  1.56000000e+00  1.49404844e-04 
 1.57000000e+00  1.37984293e-04  1.57000000e+00  1.52295864e-04 
 1.58000000e+00  1.40105011e-04  1.58000000e+00  1.55206083e-04 
 1.59000000e+00  1.42227902e-04  1.59000000e+00  1.58135371e-04 
 1.60000000e+00  1.44352860e-04  1.60000000e+00  1.61083603e-04 
 1.61000000e+00  1.46479784e-04  1.61000000e+00  1.64050652e-04 
 1.62000000e+00  1.48608574e-04  1.62000000e+00  1.67036399e-04 
 1.63000000e+00  1.50739133e-04  1.63000000e+00  1.70040724e-04 
 1.64000000e+00  1.52871370e-04  1.64000000e+00  1.73063511e-04 
 1.65000000e+00  1.55005193e-04  1.65000000e+00  1.76104645e-04 
 1.66000000e+00  1.57140515e-04  1.66000000e+00  1.79164017e-04 
 1.67000000e+00  1.59277252e-04  1.67000000e+00  1.82241515e-04 
 1.68000000e+00  1.61415321e-04  1.68000000e+00  1.85337034e-04 
 1.69000000e+00  1.63554643e-04  1.69000000e+00  1.88450468e-04 
 1.70000000e+00  1.65695140e-04  1.70000000e+00  1.91581714e-04 
 1.71000000e+00  1.67836738e-04  1.71000000e+00  1.94730673e-04 
 1.72000000e+00  1.69979364e-04  1.72000000e+00  1.97897246e-04 
 1.73000000e+00  1.72122946e-04  1.73000000e+00  2.01081335e-04 
 1.74000000e+00  1.74267418e-04  1.74000000e+00  2.04282848e-04 
 1.75000000e+00  1.76412712e-04  1.75000000e+00  2.07501690e-04 
 1.76000000e+00  1.78558764e-04  1.76000000e+00  2.10737770e-04 
 1.77000000e+00  1.80705511e-04  1.77000000e+00  2.13991001e-04 
 1.78000000e+00  1.82852892e-04  1.78000000e+00  2.17261294e-04 
 1.79000000e+00  1.85000850e-04  1.79000000e+00  2.20548563e-04 
 1.80000000e+00  1.87149326e-04  1.80000000e+00  2.23852725e-04 
